"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-11","2016","01","11","","-2.1","","-10.0","","-6.1","","24.1","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-12","2016","01","12","","6.3","","-9.9","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","13","","28","","56",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-13","2016","01","13","","8.7","","-4.7","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","12","","29","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-14","2016","01","14","","1.1","","-3.8","","-1.4","","19.4","","0.0","","0.0","","0.4","","0.4","","11","","34","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-15","2016","01","15","","-3.7","","-12.7","","-8.2","","26.2","","0.0","","0.0","","2.3","","1.7","","11","","5","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-16","2016","01","16","","-12.7","","-17.5","","-15.1","","33.1","","0.0","","0.2","","1.0","","1.0","","11","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-17","2016","01","17","","-12.3","","-17.9","","-15.1","","33.1","","0.0","","0.0","","0.4","","0.2","","11","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-18","2016","01","18","","5.0","","-12.3","","-3.7","","21.7","","0.0","","0.0","","0.0","T","0.0","T","11","","1","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-19","2016","01","19","","5.3","","-9.8","","-2.3","","20.3","","0.0","","0.0","","0.0","","0.0","","10","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-20","2016","01","20","","-6.1","","-11.2","","-8.7","","26.7","","0.0","","0.0","","0.2","","0.2","","9","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-21","2016","01","21","","3.0","","-12.5","","-4.8","","22.8","","0.0","","0.0","","0.0","","0.0","","9","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-22","2016","01","22","","9.4","","-4.8","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","9","","27","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-23","2016","01","23","","5.7","","-4.9","","0.4","","17.6","","0.0","","0.0","","0.0","T","0.2","","8","","36","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-24","2016","01","24","","-0.2","","-10.5","","-5.4","","23.4","","0.0","","0.0","","6.2","","5.2","","10","","34","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-25","2016","01","25","","1.8","","-13.5","","-5.9","","23.9","","0.0","","0.0","","0.0","","0.0","","13","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-26","2016","01","26","","10.4","","-7.5","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","10","","28","","61",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-27","2016","01","27","","11.0","","0.7","","5.9","","12.1","","0.0","","0.0","","0.0","","0.0","","7","","28","","63",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-28","2016","01","28","","12.8","","0.4","","6.6","","11.4","","0.0","","0.0","","0.0","","0.0","","4","","27","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-29","2016","01","29","","5.8","","-1.1","","2.4","","15.6","","0.0","","0.0","","0.0","","0.0","","3","","27","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-30","2016","01","30","","2.9","","-1.7","","0.6","","17.4","","0.0","","0.0","","0.0","","0.0","","2","","30","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-01-31","2016","01","31","","2.2","","-2.7","","-0.3","","18.3","","0.0","","0.0","","0.0","T","0.0","T","1","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-01","2016","02","01","","-0.1","","-5.8","","-3.0","","21.0","","0.0","","0.0","","0.0","T","0.0","T","1","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-02","2016","02","02","","-1.6","","-9.8","","-5.7","","23.7","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-03","2016","02","03","","-0.6","","-10.9","","-5.8","","23.8","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-04","2016","02","04","","5.8","","-5.1","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","1","","30","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-05","2016","02","05","","10.0","","1.7","","5.9","","12.1","","0.0","","0.0","","0.0","","0.0","","1","","28","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-06","2016","02","06","","7.3","","-0.6","","3.4","","14.6","","0.0","","0.0","","0.0","","0.0","","1","","27","","72",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-07","2016","02","07","","5.2","","-3.7","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","1","","28","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-08","2016","02","08","","13.9","","-5.8","","4.1","","13.9","","0.0","","0.0","","0.0","","0.0","","1","","28","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-09","2016","02","09","","16.4","","0.3","","8.4","","9.6","","0.0","","0.0","","0.0","","0.0","","0","","26","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-10","2016","02","10","","5.9","","-2.2","","1.9","","16.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-11","2016","02","11","","7.6","","-3.1","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-12","2016","02","12","","1.9","","-4.3","","-1.2","","19.2","","0.0","","0.0","","0.0","","0.0","","0","","15","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-13","2016","02","13","","7.8","","-4.9","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","0","","28","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-14","2016","02","14","","9.4","","-1.5","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","0","","27","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-15","2016","02","15","","8.8","","-2.6","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","0","","34","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-16","2016","02","16","","10.5","","-5.2","","2.7","","15.3","","0.0","","0.0","","0.0","","0.0","","0","","30","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-17","2016","02","17","","6.1","","-2.6","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-18","2016","02","18","","9.7","","-3.0","","3.4","","14.6","","0.0","","0.0","","0.0","","0.0","","","","28","","63",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-19","2016","02","19","","6.7","","-0.2","","3.3","","14.7","","0.0","","0.2","","0.0","","0.2","","0","","32","","59",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-20","2016","02","20","","3.8","","-7.5","","-1.9","","19.9","","0.0","","0.0","","0.0","","0.0","","0","","36","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-21","2016","02","21","","5.7","","-3.4","","1.2","","16.8","","0.0","","0.0","","0.0","","0.0","","0","","30","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-22","2016","02","22","","6.6","","-6.8","","-0.1","","18.1","","0.0","","0.0","","0.0","","0.0","","0","","29","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-23","2016","02","23","","4.7","","-4.2","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","0","","4","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-24","2016","02","24","","4.1","","-10.5","","-3.2","","21.2","","0.0","","0.0","","0.0","","0.0","","0","","16","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-25","2016","02","25","","12.1","","-5.8","","3.2","","14.8","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-26","2016","02","26","","16.9","","0.0","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","","","27","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-27","2016","02","27","","12.2","","-0.7","","5.8","","12.2","","0.0","","0.4","","0.0","","0.4","","","","26","","54",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-28","2016","02","28","","6.7","","-5.4","","0.7","","17.3","","0.0","","0.0","","0.0","T","0.0","T","0","","11","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-02-29","2016","02","29","","2.7","","-11.3","","-4.3","","22.3","","0.0","","0.0","","1.8","","1.6","","0","","11","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-01","2016","03","01","","5.9","","-7.1","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","0","","18","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-02","2016","03","02","","1.7","","-4.2","","-1.3","","19.3","","0.0","","0.5","","0.0","","0.5","","0","","18","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-03","2016","03","03","","12.5","","-4.0","","4.3","","13.7","","0.0","","0.0","T","0.0","","0.0","T","","","29","","63",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-04","2016","03","04","","13.1","","-5.8","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-05","2016","03","05","","17.0","","-3.3","","6.9","","11.1","","0.0","","0.0","","0.0","","0.0","","","","29","","65",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-06","2016","03","06","","9.0","","-1.9","","3.6","","14.4","","0.0","","0.0","T","0.0","","0.0","T","","","28","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-07","2016","03","07","","11.9","","-3.3","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","","","29","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-08","2016","03","08","","9.3","","-3.7","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","","","27","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-09","2016","03","09","","9.9","","-6.8","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","","","29","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-10","2016","03","10","","15.7","","-2.4","","6.7","","11.3","","0.0","","0.0","","0.0","","0.0","","","","22","","91",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-11","2016","03","11","","12.7","","-0.1","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","","","15","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-12","2016","03","12","","15.2","","-1.0","","7.1","","10.9","","0.0","","0.0","","0.0","","0.0","","","","27","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-13","2016","03","13","","9.2","","0.4","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","","","28","","56",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-14","2016","03","14","","6.8","","-3.8","","1.5","","16.5","","0.0","","0.0","","0.4","","0.4","","0","","2","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-15","2016","03","15","","5.8","","-5.4","","0.2","","17.8","","0.0","","0.0","","0.0","T","0.0","T","0","","33","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-16","2016","03","16","","7.1","","-1.2","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","0","","30","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-17","2016","03","17","","2.1","","-4.4","","-1.2","","19.2","","0.0","","0.0","","1.4","","1.3","","0","","1","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-18","2016","03","18","","3.8","","-8.9","","-2.6","","20.6","","0.0","","0.0","","0.0","T","0.0","T","0","","18","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-19","2016","03","19","","13.0","","-9.2","","1.9","","16.1","","0.0","","0.0","","0.0","","0.0","","0","","17","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-20","2016","03","20","","14.4","","-3.1","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","0","","9","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-21","2016","03","21","","4.6","","-2.0","","1.3","","16.7","","0.0","","0.0","","0.0","T","0.0","T","","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-22","2016","03","22","","3.9","","-4.6","","-0.4","","18.4","","0.0","","0.0","","0.0","T","0.0","T","","","11","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-23","2016","03","23","","11.1","","-7.4","","1.9","","16.1","","0.0","","0.0","","0.0","","0.0","","","","18","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-24","2016","03","24","","8.8","","-1.2","","3.8","","14.2","","0.0","","0.0","","0.6","","0.6","","0","","34","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-25","2016","03","25","","7.7","","-2.3","","2.7","","15.3","","0.0","","0.0","","0.0","T","0.0","T","0","","3","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-26","2016","03","26","","10.2","","-2.8","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","","","21","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-27","2016","03","27","","10.4","","-4.0","","3.2","","14.8","","0.0","","0.0","T","0.0","","0.0","T","","","19","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-28","2016","03","28","","10.5","","1.0","","5.8","","12.2","","0.0","","0.0","","0.0","","0.0","","","","35","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-29","2016","03","29","","12.2","","-0.1","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","","","34","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-30","2016","03","30","","13.5","","5.3","","9.4","","8.6","","0.0","","0.6","","0.0","","0.6","","","","33","","67",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-03-31","2016","03","31","","11.1","","1.8","","6.5","","11.5","","0.0","","1.2","","0.0","","1.2","","","","36","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-01","2016","04","01","","19.4","","3.3","","11.4","","6.6","","0.0","","0.0","","0.0","","0.0","","","","33","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-02","2016","04","02","","20.9","","3.5","","12.2","","5.8","","0.0","","0.0","","0.0","","0.0","","","","27","","69",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-03","2016","04","03","","15.3","","4.1","","9.7","","8.3","","0.0","","0.0","","0.0","","0.0","","","","16","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-04","2016","04","04","","13.8","","1.7","","7.8","","10.2","","0.0","","0.0","T","0.0","","0.0","T","","","33","","61",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-05","2016","04","05","","14.1","","1.6","","7.9","","10.1","","0.0","","0.6","","0.0","","0.6","","","","34","","80",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-06","2016","04","06","","14.6","","6.5","","10.6","","7.4","","0.0","","0.0","","0.0","","0.0","","","","28","","65",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-07","2016","04","07","","16.3","","-2.6","","6.9","","11.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-08","2016","04","08","","24.0","","0.9","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","","","29","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-09","2016","04","09","","18.2","","3.0","","10.6","","7.4","","0.0","","0.0","T","0.0","","0.0","T","","","36","","78",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-10","2016","04","10","","9.0","","-3.4","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","","","15","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-11","2016","04","11","","18.5","","-4.1","","7.2","","10.8","","0.0","","0.0","","0.0","","0.0","","","","28","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-12","2016","04","12","","18.6","","-0.1","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","22","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-13","2016","04","13","","16.6","","5.3","","11.0","","7.0","","0.0","","0.0","T","0.0","","0.0","T","","","32","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-14","2016","04","14","","9.1","","0.7","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","","","4","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-15","2016","04","15","","14.1","","0.0","","7.1","","10.9","","0.0","","0.0","","0.0","","0.0","","","","17","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-16","2016","04","16","","16.8","","0.1","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","","","8","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-17","2016","04","17","","20.6","","0.8","","10.7","","7.3","","0.0","","0.0","","0.0","","0.0","","","","18","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-18","2016","04","18","","24.0","","3.0","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","","","16","","57",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-19","2016","04","19","","27.5","","4.1","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","","","4","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-20","2016","04","20","","18.8","","7.1","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","","","35","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-21","2016","04","21","","23.6","","2.3","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","","","16","","54",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-22","2016","04","22","","14.1","","3.6","","8.9","","9.1","","0.0","","0.0","","0.0","","0.0","","","","2","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-23","2016","04","23","","7.7","","1.5","","4.6","","13.4","","0.0","","1.0","","0.0","T","1.0","","","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-24","2016","04","24","","6.7","","1.3","","4.0","","14.0","","0.0","","0.6","","0.0","","0.6","","","","12","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-25","2016","04","25","","6.1","","1.5","","3.8","","14.2","","0.0","","1.8","","0.0","","1.8","","","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-26","2016","04","26","","11.0","","1.4","E","6.2","E","11.8","E","0.0","E","","M","","M","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-27","2016","04","27","","12.0","","1.9","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","","","14","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-28","2016","04","28","","11.6","","2.3","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","","","16","","57",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-29","2016","04","29","","11.6","","1.9","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","","","14","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-04-30","2016","04","30","","13.4","","5.1","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","21","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-01","2016","05","01","","21.0","","0.6","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-02","2016","05","02","","25.9","","4.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","","","16","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-03","2016","05","03","","27.8","","6.7","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","","","15","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-04","2016","05","04","","26.2","","8.1","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","22","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-05","2016","05","05","","19.7","","7.2","","13.5","","4.5","","0.0","","0.4","","0.0","","0.4","","","","35","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-06","2016","05","06","","20.4","","2.8","","11.6","","6.4","","0.0","","0.0","","0.0","","0.0","","","","19","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-07","2016","05","07","","28.4","","5.1","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","","","16","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-08","2016","05","08","","20.3","","6.3","","13.3","","4.7","","0.0","","1.6","","0.0","","1.6","","","","3","","59",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-09","2016","05","09","","11.3","","2.6","","7.0","","11.0","","0.0","","0.0","T","0.0","","0.0","T","","","34","","65",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-10","2016","05","10","","13.3","","1.3","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","","","2","","56",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-11","2016","05","11","","15.4","","0.1","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","","","11","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-12","2016","05","12","","8.6","","0.5","","4.6","","13.4","","0.0","","5.9","","0.2","","6.1","","","","15","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-13","2016","05","13","","10.9","","-1.8","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-14","2016","05","14","","15.2","","-1.9","","6.7","","11.3","","0.0","","0.0","","0.0","","0.0","","","","16","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-15","2016","05","15","","17.8","","0.4","","9.1","","8.9","","0.0","","0.0","","0.0","","0.0","","","","18","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-16","2016","05","16","","21.1","","3.5","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","","","15","","59",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-17","2016","05","17","","23.8","","7.1","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","","","35","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-18","2016","05","18","","24.2","","8.4","","16.3","","1.7","","0.0","","0.6","","0.0","","0.6","","","","33","","61",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-19","2016","05","19","","14.6","","4.4","","9.5","","8.5","","0.0","","7.2","","0.0","","7.2","","","","33","","54",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-20","2016","05","20","","10.3","","1.4","","5.9","","12.1","","0.0","","2.5","","0.0","","2.5","","","","34","","56",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-21","2016","05","21","","7.1","","2.1","","4.6","","13.4","","0.0","","10.1","","0.0","","10.1","","","","33","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-22","2016","05","22","","5.5","","0.8","","3.2","","14.8","","0.0","","17.2","","0.0","","17.2","","","","32","","57",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-23","2016","05","23","","9.6","","3.5","","6.6","","11.4","","0.0","","2.0","","0.0","","2.0","","","","35","","59",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-24","2016","05","24","","16.9","","4.4","","10.7","","7.3","","0.0","","0.0","","0.0","","0.0","","","","17","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-25","2016","05","25","","20.7","","5.3","","13.0","","5.0","","0.0","","0.4","","0.0","","0.4","","","","33","","54",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-26","2016","05","26","","20.2","","6.8","","13.5","","4.5","","0.0","","0.8","","0.0","","0.8","","","","13","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-27","2016","05","27","","13.1","","6.3","","9.7","","8.3","","0.0","","8.4","","0.0","","8.4","","","","34","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2016-05-28","2016","05","28","","16.4","","1.7","","9.1","","8.9","","0.0","","0.4","","0.0","","0.4","","","","29","","44",""
