"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.01","51.12","CALGARY INTL A","3031092","2017-02-13","2017","02","13","","9.2","","2.9","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","12","","27","","56",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-02-14","2017","02","14","","12.1","","-3.4","","4.4","","13.6","","0.0","","0.0","","0.0","","0.0","","10","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-02-15","2017","02","15","","16.4","","-2.3","","7.1","","10.9","","0.0","","0.0","","0.0","","0.0","","6","","30","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-02-16","2017","02","16","","15.0","","-0.4","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","4","","29","","63",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-02-17","2017","02","17","","9.9","","-1.9","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","0","T","27","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-02-18","2017","02","18","","1.7","","-5.4","","-1.9","","19.9","","0.0","","0.0","","3.6","","2.4","","0","T","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-02-19","2017","02","19","","1.4","","-4.0","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-02-20","2017","02","20","","0.8","","-7.1","","-3.2","","21.2","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-02-21","2017","02","21","","1.6","E","","M","","M","","M","","M","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-02-22","2017","02","22","","-1.3","","-6.2","","-3.8","","21.8","","0.0","","0.0","","0.8","","0.8","","0","T","34","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-02-23","2017","02","23","","-2.4","","-8.0","","-5.2","","23.2","","0.0","","0.0","","0.2","","0.2","","0","T","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-02-24","2017","02","24","","-5.9","","-11.0","","-8.5","","26.5","","0.0","","0.0","","4.0","","3.6","","0","T","2","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-02-25","2017","02","25","","-3.1","","-10.5","","-6.8","","24.8","","0.0","","0.0","","1.2","","1.0","","4","","1","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-02-26","2017","02","26","","-5.9","","-13.5","","-9.7","","27.7","","0.0","","0.0","","1.4","","0.8","","5","","36","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-02-27","2017","02","27","","-8.6","","-17.2","","-12.9","","30.9","","0.0","","0.0","","0.0","T","0.0","T","","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-02-28","2017","02","28","","-5.9","","-13.9","","-9.9","","27.9","","0.0","","0.0","","0.0","","0.0","","4","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-01","2017","03","01","","0.7","","-12.7","","-6.0","","24.0","","0.0","","0.0","","0.0","T","0.0","T","4","","3","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-02","2017","03","02","","2.5","","-11.7","","-4.6","","22.6","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-03","2017","03","03","","9.6","","-5.9","","1.9","","16.1","","0.0","","0.0","","0.0","","0.0","","2","","23","","54",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-04","2017","03","04","","-3.5","","-12.3","","-7.9","","25.9","","0.0","","0.0","","0.0","T","0.0","T","0","T","1","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-05","2017","03","05","","-9.9","","-13.4","","-11.7","","29.7","","0.0","","0.0","","2.4","","2.2","","0","T","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-06","2017","03","06","","-9.8","","-14.6","","-12.2","","30.2","","0.0","","0.0","","0.2","","0.2","","2","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-07","2017","03","07","","-9.8","","-16.2","","-13.0","","31.0","","0.0","","0.0","","0.0","T","0.0","T","2","","35","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-08","2017","03","08","","-13.8","","-20.2","","-17.0","","35.0","","0.0","","0.0","","6.1","","5.5","","7","","2","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-09","2017","03","09","","-17.2","","-22.4","","-19.8","","37.8","","0.0","","0.0","","2.6","","2.0","","6","","16","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-10","2017","03","10","","-16.9","","-20.3","","-18.6","","36.6","","0.0","","0.0","","3.1","","2.3","","9","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-11","2017","03","11","","-15.1","","-20.3","","-17.7","","35.7","","0.0","","0.0","","1.0","","0.8","","8","","15","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-12","2017","03","12","","-12.3","","-19.2","","-15.8","","33.8","","0.0","","0.0","","0.0","T","0.0","T","9","","15","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-13","2017","03","13","","9.3","","-16.4","","-3.6","","21.6","","0.0","","0.0","","0.0","T","0.0","T","9","","29","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-14","2017","03","14","","9.2","","-0.8","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","7","","14","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-15","2017","03","15","","14.5","","-2.2","","6.2","","11.8","","0.0","","0.0","","0.0","","0.0","","3","","36","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-16","2017","03","16","","9.5","","-1.4","","4.1","","13.9","","0.0","","0.0","","1.3","","1.0","","0","T","35","","56",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-17","2017","03","17","","6.2","","-4.8","","0.7","","17.3","","0.0","","0.0","","0.0","","0.0","","0","T","16","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-18","2017","03","18","","15.4","","-3.5","","6.0","","12.0","","0.0","","0.6","","0.0","","0.6","","0","T","28","","83",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-19","2017","03","19","","4.5","","-5.1","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","","","28","","57",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-20","2017","03","20","","1.2","","-7.0","","-2.9","","20.9","","0.0","","0.0","","0.0","","0.0","","","","2","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-21","2017","03","21","","5.8","","-4.5","","0.7","","17.3","","0.0","","0.0","T","0.0","","0.0","T","","","19","","61",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-22","2017","03","22","","14.0","","-1.1","","6.5","","11.5","","0.0","","1.4","","0.0","","1.4","","","","27","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-23","2017","03","23","","10.9","","-1.8","","4.6","","13.4","","0.0","","0.2","","0.0","","0.2","","","","27","","54",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-24","2017","03","24","","13.9","","-3.6","","5.2","","12.8","","0.0","","0.0","","0.0","","0.0","","","","16","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-25","2017","03","25","","12.3","","-0.2","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","","","25","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-26","2017","03","26","","10.3","","-4.6","","2.9","","15.1","","0.0","","0.0","","0.0","","0.0","","","","28","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-27","2017","03","27","","12.3","","0.8","","6.6","","11.4","","0.0","","0.0","T","0.0","","0.0","T","","","23","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-28","2017","03","28","","11.6","","-2.2","","4.7","","13.3","","0.0","","0.0","","0.0","","0.0","","","","29","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-29","2017","03","29","","11.3","","-1.4","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","","","16","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-30","2017","03","30","","11.6","","-2.1","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","","","34","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-03-31","2017","03","31","","14.6","","-2.5","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","","","17","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-01","2017","04","01","","15.6","","-0.7","","7.5","","10.5","","0.0","","0.2","","0.0","","0.2","","","","29","","67",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-02","2017","04","02","","3.7","","-2.0","","0.9","","17.1","","0.0","","0.0","","7.2","","7.2","","5","","33","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-03","2017","04","03","","7.6","","-3.5","","2.1","","15.9","","0.0","","0.0","","0.0","","0.0","","3","","33","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-04","2017","04","04","","11.4","","-6.6","","2.4","","15.6","","0.0","","0.0","","0.0","","0.0","","0","T","20","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-05","2017","04","05","","16.7","","-3.0","","6.9","","11.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-06","2017","04","06","","18.0","","5.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","","","21","","54",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-07","2017","04","07","","10.3","","-2.4","","4.0","","14.0","","0.0","","11.8","","0.0","","11.8","","","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-08","2017","04","08","","12.3","","2.4","","7.4","","10.6","","0.0","","0.0","","0.0","","0.2","","","","28","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-09","2017","04","09","","7.7","","1.4","","4.6","","13.4","","0.0","","0.8","","0.0","","0.8","","","","16","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-10","2017","04","10","","11.5","","-2.6","","4.5","","13.5","","0.0","","0.0","T","0.0","","0.0","T","","","34","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-11","2017","04","11","","9.9","","-0.3","","4.8","","13.2","","0.0","","0.0","T","0.0","","0.0","T","0","T","31","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-12","2017","04","12","","7.0","","-1.1","","3.0","","15.0","","0.0","","0.4","","0.0","","0.4","","0","T","8","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-13","2017","04","13","","3.8","","0.2","","2.0","","16.0","","0.0","","12.1","","2.4","","14.5","","2","","10","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-14","2017","04","14","","11.3","","-0.1","","5.6","","12.4","","0.0","","0.0","","0.0","","0.0","","","","33","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-15","2017","04","15","","3.9","","-3.4","","0.3","","17.7","","0.0","","0.0","","1.2","","1.2","","0","T","33","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-16","2017","04","16","","8.6","","-5.5","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","0","T","15","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-17","2017","04","17","","11.6","","-1.4","","5.1","","12.9","","0.0","","0.0","T","0.0","","0.0","T","","","9","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-18","2017","04","18","","14.4","","0.8","","7.6","","10.4","","0.0","","0.4","","0.0","","0.4","","","","0","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-19","2017","04","19","","13.8","","1.6","","7.7","","10.3","","0.0","","4.0","","0.0","","4.0","","","","14","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-20","2017","04","20","","15.2","","0.9","","8.1","","9.9","","0.0","","0.2","","0.0","","0.2","","","","32","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-21","2017","04","21","","10.7","","2.6","","6.7","","11.3","","0.0","","0.4","","0.0","","0.4","","","","35","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-22","2017","04","22","","12.6","","-1.4","","5.6","","12.4","","0.0","","7.2","","0.0","","7.2","","","","8","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-23","2017","04","23","","10.9","","1.2","","6.1","","11.9","","0.0","","3.2","","0.0","","3.2","","","","13","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-24","2017","04","24","","4.5","","-0.1","","2.2","","15.8","","0.0","","4.2","","0.0","","4.2","","0","T","5","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-25","2017","04","25","","1.2","","-2.4","","-0.6","","18.6","","0.0","","","M","5.2","","9.0","","3","","35","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-26","2017","04","26","","3.6","","-3.0","","0.3","","17.7","","0.0","","0.0","","0.0","T","0.0","T","1","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-27","2017","04","27","","8.5","","0.7","","4.6","","13.4","","0.0","","0.0","","0.4","","0.4","","","","6","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-28","2017","04","28","","9.7","","0.0","","4.9","","13.1","","0.0","","0.0","","0.2","","0.2","","0","T","35","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-29","2017","04","29","","13.5","","1.5","","7.5","","10.5","","0.0","","0.0","T","0.0","","0.0","T","","","20","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-04-30","2017","04","30","","14.2","","4.0","","9.1","","8.9","","0.0","","1.8","","0.0","","1.8","","","","34","","67",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-01","2017","05","01","","13.0","","1.3","","7.2","","10.8","","0.0","","0.0","T","0.0","","0.0","T","","","33","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-02","2017","05","02","","12.5","","2.0","","7.3","","10.7","","0.0","","0.0","T","0.0","","0.0","T","","","35","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-03","2017","05","03","","21.3","","-0.1","","10.6","","7.4","","0.0","","0.0","","0.0","","0.0","","","","27","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-04","2017","05","04","","24.0","","9.3","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","","","29","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-05","2017","05","05","","25.4","","6.8","","16.1","","1.9","","0.0","","0.0","","0.0","","0.0","","","","19","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-06","2017","05","06","","24.2","","8.2","","16.2","","1.8","","0.0","","0.0","","0.0","","0.0","","","","34","","54",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-07","2017","05","07","","11.1","E","3.7","E","7.4","E","10.6","E","0.0","E","0.0","T","0.0","","0.0","T","","","34","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-08","2017","05","08","","17.0","","2.4","","9.7","","8.3","","0.0","","0.0","","0.0","","0.0","","","","27","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-09","2017","05","09","","15.9","","8.5","","12.2","","5.8","","0.0","","0.2","","0.0","","0.2","","","","33","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-10","2017","05","10","","21.0","","5.8","","13.4","","4.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-11","2017","05","11","","22.8","","5.0","","13.9","","4.1","","0.0","","1.6","","0.0","","1.6","","","","21","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-12","2017","05","12","","19.7","","9.3","","14.5","","3.5","","0.0","","2.0","","0.0","","2.0","","","","14","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-13","2017","05","13","","16.3","","5.1","","10.7","","7.3","","0.0","","2.2","","0.0","","2.2","","","","2","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-14","2017","05","14","","12.9","","3.2","","8.1","","9.9","","0.0","","2.0","","0.0","","2.0","","","","2","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-15","2017","05","15","","14.7","E","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","6","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-16","2017","05","16","","13.1","","-0.6","","6.3","","11.7","","0.0","","0.0","T","0.0","","0.0","T","","","9","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-17","2017","05","17","","7.2","","3.3","","5.3","","12.7","","0.0","","6.4","","0.0","","6.4","","","","5","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-18","2017","05","18","","16.3","","1.0","","8.7","","9.3","","0.0","","0.0","T","0.0","","0.0","T","","","21","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-19","2017","05","19","","18.6","","2.9","","10.8","","7.2","","0.0","","0.6","","0.0","","0.6","","","","27","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-20","2017","05","20","","20.2","","5.1","","12.7","","5.3","","0.0","","0.0","","0.0","","0.0","","","","35","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-21","2017","05","21","","23.0","","5.2","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","","","32","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-22","2017","05","22","","24.7","","10.6","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","","","15","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-23","2017","05","23","","28.4","","11.8","","20.1","","0.0","","2.1","","0.0","","0.0","","0.0","","","","23","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-24","2017","05","24","","12.8","E","","M","","M","","M","","M","22.1","","0.0","","22.1","","","","34","","95",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-25","2017","05","25","","13.3","","7.4","","10.4","","7.6","","0.0","","1.0","","0.0","","1.0","","","","35","","74",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-26","2017","05","26","","20.0","","2.6","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","","","32","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-27","2017","05","27","","25.1","","12.1","","18.6","","0.0","","0.6","","0.0","T","0.0","","0.0","T","","","32","","59",""
"-114.01","51.12","CALGARY INTL A","3031092","2017-05-28","2017","05","28","","21.5","","8.6","","15.1","","2.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
