"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-11","2025","01","11","","3.7","","-0.4","","1.7","","16.3","","0.0","","0.0","","0.0","T","0.0","T","0","T","33","","64",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-12","2025","01","12","","2.6","","-7.0","","-2.2","","20.2","","0.0","","0.0","","0.0","T","0.0","T","0","T","33","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-13","2025","01","13","","8.1","","-6.6","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","0","T","34","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-14","2025","01","14","","10.4","","-6.8","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","0","T","28","","69",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-15","2025","01","15","","9.5","","-0.3","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","","","28","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-16","2025","01","16","","10.7","","-5.0","","2.9","","15.1","","0.0","","0.0","","0.8","","0.8","","1","E","32","","85",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-17","2025","01","17","","-5.0","","-10.9","","-8.0","","26.0","","0.0","","0.0","","1.8","","1.6","","1","","35","","89",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-18","2025","01","18","","-10.4","","-19.4","","-14.9","","32.9","","0.0","","0.0","","0.0","T","0.0","T","1","","2","","63",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-19","2025","01","19","","-12.2","","-17.8","","-15.0","","33.0","","0.0","","0.0","","0.4","","0.4","","2","","35","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-20","2025","01","20","","2.2","","-20.2","","-9.0","","27.0","","0.0","","0.0","","0.0","","0.0","","2","","28","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-21","2025","01","21","","2.6","","-3.3","","-0.4","","18.4","","0.0","","0.0","","0.0","T","0.0","T","1","","29","","65",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-22","2025","01","22","","1.7","","-5.8","","-2.1","","20.1","","0.0","","0.0","","0.0","T","0.0","T","1","","32","","58",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-23","2025","01","23","","6.5","","-9.1","","-1.3","","19.3","","0.0","","0.0","","0.0","T","0.0","T","0","T","27","","59",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-24","2025","01","24","","-0.4","","-6.0","","-3.2","","21.2","","0.0","","0.0","","0.0","T","0.0","T","1","","34","","74",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-25","2025","01","25","","1.7","","-8.9","","-3.6","","21.6","","0.0","","0.0","","0.0","","0.0","","0","T","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-26","2025","01","26","","8.0","","-7.6","","0.2","","17.8","","0.0","","0.0","","0.0","","0.0","","0","T","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-27","2025","01","27","","10.4","","-5.0","","2.7","","15.3","","0.0","","0.0","","0.0","","0.0","","0","T","28","","40",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-28","2025","01","28","","10.2","","-2.9","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","","","28","","43",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-29","2025","01","29","","12.8","","-2.9","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","","","27","","53",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-30","2025","01","30","","6.7","","-6.0","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","","","28","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-01-31","2025","01","31","","-5.8","","-9.3","","-7.6","","25.6","","0.0","","0.0","","0.0","T","0.0","T","0","T","15","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-01","2025","02","01","","","M","","M","","M","","M","","M","0.0","","5.4","","5.4","","0","T","35","","47",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-02","2025","02","02","","-21.7","","-25.8","","-23.8","","41.8","","0.0","","0.0","","0.6","","0.6","","4","","35","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-03","2025","02","03","","-21.4","","-28.0","","-24.7","","42.7","","0.0","","0.0","","0.6","","0.6","","4","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-04","2025","02","04","","-20.1","","-25.6","","-22.9","","40.9","","0.0","","0.0","","2.2","","2.2","","4","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-05","2025","02","05","","-19.7","","-24.8","","-22.3","","40.3","","0.0","","0.0","","3.4","","3.4","","5","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-06","2025","02","06","","-9.2","","-26.1","","-17.7","","35.7","","0.0","","0.0","","0.0","","0.0","","8","","31","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-07","2025","02","07","","-12.4","","-23.2","","-17.8","","35.8","","0.0","","0.0","","0.0","T","0.0","T","7","","16","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-08","2025","02","08","","-8.3","","-17.0","","-12.7","","30.7","","0.0","","0.0","","0.0","T","0.0","T","7","","34","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-09","2025","02","09","","-11.1","","-21.6","","-16.4","","34.4","","0.0","","0.0","","0.0","T","0.0","T","7","","5","","51",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-10","2025","02","10","","-14.5","","-26.7","","-20.6","","38.6","","0.0","","0.0","","0.0","T","0.0","T","7","","2","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-11","2025","02","11","","-12.1","","-21.2","","-16.7","","34.7","","0.0","","0.0","","0.4","","0.4","","6","","35","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-12","2025","02","12","","-7.3","","-18.9","","-13.1","","31.1","","0.0","","0.0","","0.0","T","0.0","T","6","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-13","2025","02","13","","-11.3","","-17.7","","-14.5","","32.5","","0.0","","0.0","","0.6","","0.6","","6","","10","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-14","2025","02","14","","-17.8","","-21.0","","-19.4","","37.4","","0.0","","0.0","","1.4","","1.4","","8","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-15","2025","02","15","","-16.9","","-28.5","","-22.7","","40.7","","0.0","","0.0","","0.0","T","0.0","T","9","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-16","2025","02","16","","-17.5","","-25.2","","-21.4","","39.4","","0.0","","0.0","","0.0","T","0.0","T","4","","15","","31",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-17","2025","02","17","","-18.9","","-28.0","","-23.5","","41.5","","0.0","","0.0","","0.0","T","0.0","T","4","E","17","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-18","2025","02","18","","-19.8","","-26.8","","-23.3","","41.3","","0.0","","0.0","","0.4","","0.4","","4","","17","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-19","2025","02","19","","-17.5","","-27.2","","-22.4","","40.4","","0.0","","0.0","","0.0","","0.0","","4","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-20","2025","02","20","","7.9","","-17.6","","-4.9","","22.9","","0.0","","0.0","","0.0","","0.0","","4","","28","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-21","2025","02","21","","8.5","","0.1","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","3","","28","","53",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-22","2025","02","22","","11.6","","-1.6","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","2","","28","","53",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-23","2025","02","23","","11.0","","0.7","","5.9","","12.1","","0.0","","0.0","","0.0","","0.0","","2","","26","","67",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-24","2025","02","24","","10.2","","0.4","","5.3","","12.7","","0.0","","0.0","T","0.0","","0.0","T","0","T","23","","57",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-25","2025","02","25","","10.8","","-1.9","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","","","27","","56",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-26","2025","02","26","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","28","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-27","2025","02","27","","15.0","","0.7","","7.9","","10.1","","0.0","","0.0","","0.0","","0.0","","","","28","","81",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-02-28","2025","02","28","","9.8","","-3.9","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","","","10","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-01","2025","03","01","","13.7","","-3.2","","5.3","","12.7","","0.0","","0.0","","0.0","","0.0","","","","15","","31",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-02","2025","03","02","","13.8","","-2.5","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","","","2","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-03","2025","03","03","","2.0","","-2.5","","-0.3","","18.3","","0.0","","0.0","","1.4","","1.4","","1","E","5","","31",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-04","2025","03","04","","4.8","","-8.2","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","0","T","17","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-05","2025","03","05","","","M","","M","","M","","M","","M","0.0","","0.2","","0.2","","0","T","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-06","2025","03","06","","7.2","","-5.5","","0.9","","17.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-07","2025","03","07","","10.7","","-2.8","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","","","28","","50",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-08","2025","03","08","","12.5","","-0.1","","6.2","","11.8","","0.0","","0.0","","0.0","","0.0","","","","27","","51",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-09","2025","03","09","","11.7","","-3.4","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","","","25","","83",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-10","2025","03","10","","3.8","","-5.4","","-0.8","","18.8","","0.0","","0.0","","2.0","","0.8","","2","","2","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-11","2025","03","11","","6.7","","-5.2","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","0","T","29","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-12","2025","03","12","","5.5","","-3.1","","1.2","","16.8","","0.0","","0.0","","0.0","","0.0","","","","13","","34",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-13","2025","03","13","","-2.1","","-9.3","","-5.7","","23.7","","0.0","","0.0","","0.6","","0.6","","0","T","35","","51",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-14","2025","03","14","","-5.0","","-10.8","","-7.9","","25.9","","0.0","","0.0","","0.0","T","0.0","T","1","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-15","2025","03","15","","-7.4","","-12.2","","-9.8","","27.8","","0.0","","0.0","","4.0","","2.7","","1","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-16","2025","03","16","","-6.1","","-10.6","","-8.4","","26.4","","0.0","","0.0","","0.0","T","0.0","T","3","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-17","2025","03","17","","6.1","","-10.8","","-2.4","","20.4","","0.0","","0.0","","0.0","T","0.0","T","3","","20","","34",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-18","2025","03","18","","2.6","","-4.9","","-1.2","","19.2","","0.0","","0.0","","0.0","T","0.0","T","0","T","35","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-19","2025","03","19","","8.2","","-6.0","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","","","30","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-20","2025","03","20","","9.6","","-3.0","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","","","28","","54",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-21","2025","03","21","","10.0","","-4.2","","2.9","","15.1","","0.0","","0.0","","0.0","","0.0","","","","29","","66",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-22","2025","03","22","","6.9","","-5.9","","0.5","","17.5","","0.0","","0.0","","0.0","T","0.0","T","","","30","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-23","2025","03","23","","9.1","","-3.9","","2.6","","15.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-24","2025","03","24","","12.1","","-2.4","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","","","27","","51",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-25","2025","03","25","","12.2","","-4.4","","3.9","","14.1","","0.0","","0.0","T","0.0","","0.0","T","","","12","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-26","2025","03","26","","10.3","","2.1","","6.2","","11.8","","0.0","","0.8","","0.0","","0.8","","","","13","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-27","2025","03","27","","4.2","","-4.8","","-0.3","","18.3","","0.0","","1.9","","0.0","T","1.9","","0","T","2","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-28","2025","03","28","","-3.8","","-7.2","","-5.5","","23.5","","0.0","","0.0","","1.4","","0.6","","0","T","1","","33",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-29","2025","03","29","","-3.8","","-6.9","","-5.4","","23.4","","0.0","","0.0","","8.2","","8.1","","2","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-30","2025","03","30","","-1.1","","-5.8","","-3.5","","21.5","","0.0","","0.0","","0.0","T","0.0","T","10","","18","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-03-31","2025","03","31","","1.7","","-1.9","","-0.1","","18.1","","0.0","","0.0","","0.0","T","0.0","T","7","","18","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-01","2025","04","01","","9.3","","-2.7","","3.3","","14.7","","0.0","","2.8","","2.4","","5.2","","2","E","36","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-02","2025","04","02","","0.8","","-5.0","","-2.1","","20.1","","0.0","","0.0","","4.0","","4.0","","7","","36","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-03","2025","04","03","","1.3","","-6.5","","-2.6","","20.6","","0.0","","0.0","","2.6","","2.6","","5","","36","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-04","2025","04","04","","8.5","","-5.8","","1.4","","16.6","","0.0","","0.0","","0.0","","0.0","","2","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-05","2025","04","05","","16.9","","-1.6","","7.7","","10.3","","0.0","","0.0","","0.0","","0.0","","2","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-06","2025","04","06","","19.3","","3.1","","11.2","","6.8","","0.0","","0.0","","0.0","","0.0","","0","T","15","","31",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-07","2025","04","07","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","0","T","21","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-08","2025","04","08","","14.3","","1.6","","8.0","","10.0","","0.0","","0.0","T","0.0","","0.0","T","","","28","","54",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-09","2025","04","09","","13.5","","0.4","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","","","27","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-10","2025","04","10","","17.8","","1.1","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","","","17","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-11","2025","04","11","","16.4","","2.3","","9.4","","8.6","","0.0","","0.0","","0.0","","0.0","","","","28","","57",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-12","2025","04","12","","8.3","","-0.7","","3.8","","14.2","","0.0","","0.0","","1.0","","0.6","","3","E","34","","57",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-13","2025","04","13","","9.2","","-2.9","","3.2","","14.8","","0.0","","0.0","","0.0","","0.0","","3","","28","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-14","2025","04","14","","16.0","","-4.2","","5.9","","12.1","","0.0","","0.0","","0.0","","0.0","","","","17","","40",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-15","2025","04","15","","18.5","","3.5","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","","","1","","63",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-16","2025","04","16","","7.0","","0.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","","","34","","59",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-17","2025","04","17","","7.5","","-2.8","","2.4","","15.6","","0.0","","0.0","","0.0","T","0.0","T","","","34","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-18","2025","04","18","","17.6","","-4.7","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-19","2025","04","19","","14.3","","2.0","","8.2","","9.8","","0.0","","1.0","","0.0","","1.0","","","","32","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-20","2025","04","20","","5.2","","-0.2","","2.5","","15.5","","0.0","","0.0","T","0.0","","0.0","T","","","35","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-21","2025","04","21","","3.5","","0.1","","1.8","","16.2","","0.0","","3.0","","1.0","","4.0","","0","T","34","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-22","2025","04","22","","7.8","","-2.0","","2.9","","15.1","","0.0","","0.0","","0.2","","0.2","","0","T","34","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-23","2025","04","23","","11.0","","-2.6","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-24","2025","04","24","","14.8","","-3.0","","5.9","","12.1","","0.0","","0.0","","0.0","","0.0","","","","16","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-25","2025","04","25","","18.5","","1.7","","10.1","","7.9","","0.0","","0.0","","0.0","","0.0","","","","15","","54",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-26","2025","04","26","","19.7","","1.6","","10.7","","7.3","","0.0","","0.0","","0.0","","0.0","","","","18","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-27","2025","04","27","","12.5","","2.0","","7.3","","10.7","","0.0","","0.4","","0.0","T","0.4","","","","36","","58",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-28","2025","04","28","","16.5","","-0.3","","8.1","","9.9","","0.0","","0.0","T","0.0","","0.0","T","","","29","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-29","2025","04","29","","15.9","","5.6","","10.8","","7.2","","0.0","","1.1","","0.0","","1.1","","","","2","","58",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-04-30","2025","04","30","","14.6","","4.9","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-01","2025","05","01","","20.4","","0.7","","10.6","","7.4","","0.0","","0.0","","0.0","","0.0","","","","14","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-02","2025","05","02","","24.3","","4.7","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-03","2025","05","03","","26.8","","6.4","","16.6","","1.4","","0.0","","0.0","","0.0","","0.0","","","","23","","47",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-04","2025","05","04","","15.4","","3.8","","9.6","","8.4","","0.0","","0.0","T","0.0","","0.0","T","","","35","","62",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-05","2025","05","05","","14.6","","1.3","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","","","34","","38",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-06","2025","05","06","","19.6","","1.2","","10.4","","7.6","","0.0","","0.0","","0.0","","0.0","","","","18","","64",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-07","2025","05","07","","21.8","","2.6","","12.2","","5.8","","0.0","","0.0","","0.0","","0.0","","","","17","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-08","2025","05","08","","17.2","","7.8","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","","","36","","56",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-09","2025","05","09","","21.2","","6.9","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","","","18","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-10","2025","05","10","","24.3","","2.8","","13.6","","4.4","","0.0","","0.0","","0.0","","0.0","","","","28","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-11","2025","05","11","","18.6","","7.6","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","","","17","","40",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-12","2025","05","12","","11.5","","4.2","","7.9","","10.1","","0.0","","9.8","","0.0","T","9.8","","","","34","","44",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-13","2025","05","13","","15.6","","5.1","","10.4","","7.6","","0.0","","0.8","","0.0","","0.8","","","","28","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-14","2025","05","14","","18.2","","4.4","","11.3","","6.7","","0.0","","7.7","","0.0","","7.7","","","","35","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-15","2025","05","15","","","M","","M","","M","","M","","M","1.3","","0.0","","1.3","","","","35","","53",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-16","2025","05","16","","13.2","","4.5","","8.9","","9.1","","0.0","","3.7","","0.0","","3.7","","","","13","","34",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-17","2025","05","17","","14.2","","5.3","","9.8","","8.2","","0.0","","6.0","","0.0","T","6.0","","","","19","","36",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-18","2025","05","18","","12.5","","4.5","","8.5","","9.5","","0.0","","14.3","","0.0","T","14.3","","","","12","","38",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-19","2025","05","19","","15.6","","2.7","","9.2","","8.8","","0.0","","0.2","","0.0","","0.2","","","","22","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-20","2025","05","20","","13.8","","6.0","","9.9","","8.1","","0.0","","0.6","","0.0","","0.6","","","","36","","40",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-21","2025","05","21","","11.0","","4.9","","8.0","","10.0","","0.0","","5.0","","0.0","","5.0","","","","33","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-22","2025","05","22","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","11","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-23","2025","05","23","","16.4","","6.5","","11.5","","6.5","","0.0","","3.4","","0.0","","3.4","","","","15","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-24","2025","05","24","","20.4","","5.3","","12.9","","5.1","","0.0","","0.0","","0.0","","0.0","","","","17","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-25","2025","05","25","","25.2","","7.2","","16.2","","1.8","","0.0","","0.0","","0.0","","0.0","","","","16","","47",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-26","2025","05","26","","28.2","","9.1","","18.7","","0.0","","0.7","","0.0","","0.0","","0.0","","","","27","","60",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-27","2025","05","27","","23.2","","12.2","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","","","28","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2025-05-28","2025","05","28","","26.4","","9.6","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","","","16","","38",""
